店铺id,评分,评论数量,人均消费,归属商圈,菜系类型,county,距离描述
15477512,4.1,26,114,平谷城区,韩国料理,平谷区,
15488328,4.1,25,91,,川菜,大兴区,距市中心25.3km
16564553,4.1,25,164,国贸地区,川菜,朝阳区,距市中心4.5km
1411066,4.1,24,0,公主坟/五棵松/石景山游乐园地区,,石景山区,距市中心17.1km
4953873,4.1,24,62,回龙观/天通苑地区,小吃,昌平区,距市中心20.5km
16002362,4.1,24,62,西单/金融街地区,川菜,西城区,距市中心2.2km
20606656,4.1,23,109,天安门/王府井地区,北京菜,东城区,距市中心1.1km
15622580,4.1,22,31,公主坟/五棵松/石景山游乐园地区,,石景山区,距市中心15.6km
15488353,4.1,22,18,大兴北京新机场地区,面包甜点,大兴区,距市中心25.3km
12105604,4.1,22,99,,火锅,平谷区,
4940747,4.1,21,64,后海/南锣鼓巷地区,川菜,西城区,距市中心4.5km
15461224,4.1,20,156,望京/酒仙桥/798地区,西餐,朝阳区,距市中心10.3km
8587172,4.1,20,17,大兴北京新机场地区,快餐简餐,大兴区,距市中心18km
4989759,4.1,20,91,小汤山温泉度假区,火锅,昌平区,距市中心28km
20365706,4.1,20,32,,面包甜点,朝阳区,距市中心4.7km
78883555,4.1,20,117,三里屯/工体/东直门地区,烧烤,朝阳区,距市中心4.9km
15932399,4.1,19,24,回龙观/天通苑地区,快餐简餐,昌平区,距市中心23.8km
4972816,4.1,19,69,通州运河商务区,,通州区,距市中心25.1km
17004589,4.1,19,146,三里屯/工体/东直门地区,西餐,东城区,距市中心5km
294763,4.1,19,77,燕莎/朝阳公园商业区,川菜,朝阳区,距市中心8.6km
7040884,4.1,19,80,,烧烤,海淀区,距市中心9km
16562466,4.1,19,202,平谷城区,快餐简餐,平谷区,
16099484,4.1,18,100,中关村/五道口,烧烤,海淀区,距市中心11km
4945539,4.1,18,112,公主坟/五棵松/石景山游乐园地区,烧烤,石景山区,距市中心16.1km
16008389,4.1,17,42,亦庄地区,湘菜,大兴区,距市中心17.1km
7048701,4.1,17,114,门头沟/潭柘寺/妙峰山风景区,火锅,门头沟区,距市中心22.3km
15319406,4.1,17,117,西直门/北京展览馆地区,,海淀区,距市中心6.7km
4964406,4.1,16,74,,东北菜,海淀区,距市中心12.3km
16542793,4.1,16,15,,小吃,大兴区,距市中心14.9km
281732,4.1,16,33,西单/金融街地区,快餐简餐,西城区,距市中心4.9km
4951041,4.1,16,95,,,西城区,距市中心6.2km
196693,4.1,16,0,房山风景区,粤菜,房山区,
8591272,4.1,14,100,亦庄地区,川菜,大兴区,距市中心14.9km
4954561,4.1,14,93,环球影城度假区及周边,火锅,通州区,距市中心20.1km
22518172,4.1,14,42,首都机场/新国展地区,快餐简餐,顺义区,距市中心24.3km
16566131,4.1,14,96,房山风景区,川菜,房山区,距市中心29.6km
12452111,4.1,14,61,房山风景区,小吃,房山区,距市中心30.3km
4947524,4.1,14,128,三里屯/工体/东直门地区,烧烤,东城区,距市中心4.2km
260402,4.1,14,29,永定门/南站/大红门/南苑地区,小吃,西城区,距市中心5.5km
15595610,4.1,13,96,,西餐,昌平区,距市中心37.8km
22301263,4.1,13,107,国贸地区,川菜,朝阳区,距市中心6.2km
20581360,4.1,13,123,燕莎/朝阳公园商业区,北京菜,朝阳区,距市中心7.7km
8562324,4.1,12,131,房山风景区,西北菜,房山区,距市中心21.1km
16565891,4.1,12,32,通州运河商务区,小吃,通州区,距市中心22.8km
22511142,4.1,12,59,昌平城区/十三陵度假区,东北菜,昌平区,距市中心43.6km
17603137,4.1,12,131,三里屯/工体/东直门地区,火锅,朝阳区,距市中心4.7km
336543,4.1,11,0,,快餐简餐,东城区,距市中心<100m
15961186,4.1,11,140,公主坟/五棵松/石景山游乐园地区,烧烤,海淀区,距市中心11.1km
16575620,4.1,11,0,总部基地/丰台体育中心/南宫地区,小吃,丰台区,距市中心12.3km
12082989,4.1,11,78,昌平城区/十三陵度假区,自助餐,昌平区,距市中心37.6km
4937854,4.1,11,54,,,朝阳区,距市中心4.2km
210444,4.1,11,78,西直门/北京展览馆地区,江浙菜,海淀区,距市中心8.5km
15596262,4.1,10,28,,快餐简餐,海淀区,距市中心11.6km
12204579,4.1,10,31,,小吃,丰台区,距市中心16.1km
13951987,4.1,10,38,公主坟/五棵松/石景山游乐园地区,西餐,石景山区,距市中心19.1km
15659072,4.1,10,50,西单/金融街地区,小吃,西城区,距市中心2.1km
4962848,4.1,10,81,首都机场/新国展地区,北京菜,顺义区,距市中心26.3km
7038844,4.1,10,61,,北京菜,西城区,距市中心4.4km
15890550,4.1,10,138,西直门/北京展览馆地区,火锅,西城区,距市中心6.5km
7032287,4.1,10,106,国展中心地区,烧烤,朝阳区,距市中心6.7km
4937060,4.1,10,30,,面包甜点,东城区,距市中心908m
4943975,4.1,9,15,中关村/五道口,快餐简餐,海淀区,距市中心10km
22404247,4.1,9,23,,东北菜,海淀区,距市中心11.6km
15498670,4.1,9,42,中关村/五道口,小吃,海淀区,距市中心12.9km
4938755,4.1,9,96,,韩国料理,丰台区,距市中心13.8km
18558037,4.1,9,25,亦庄地区,西餐,通州区,距市中心21.3km
4946178,4.1,9,84,天安门/王府井地区,北京菜,东城区,距市中心2.3km
11148062,4.1,9,86,房山风景区,火锅,房山区,距市中心29.8km
4958185,4.1,9,88,,小吃,西城区,距市中心3.5km
4956942,4.1,9,68,顺义温泉休闲区,烧烤,顺义区,距市中心36.3km
7021842,4.1,9,87,北京西站/丽泽商务区,北京菜,西城区,距市中心6.5km
188175,4.1,8,242,中关村/五道口,粤菜,海淀区,距市中心10.6km
15883520,4.1,8,100,欢乐谷游乐区,东北菜,朝阳区,距市中心11km
4941161,4.1,8,28,,快餐简餐,海淀区,距市中心12.1km
8588734,4.1,8,40,,咖啡店,大兴区,距市中心13.1km
11344183,4.1,8,18,大兴北京新机场地区,小吃,大兴区,距市中心14.6km
8304063,4.1,8,24,亦庄地区,川菜,大兴区,距市中心14.6km
17516635,4.1,8,17,大兴北京新机场地区,快餐简餐,大兴区,距市中心16km
22517442,4.1,8,86,香山/八大处风景区,北京菜,石景山区,距市中心17.8km
221056,4.1,8,100,,火锅,东城区,距市中心3.8km
7046320,4.1,8,25,前门/天坛公园/崇文门,小吃,西城区,距市中心4km
4947908,4.1,8,26,西单/金融街地区,快餐简餐,西城区,距市中心5.9km
4936164,4.1,8,292,西直门/北京展览馆地区,鲁菜,海淀区,距市中心7.4km
16545361,4.1,8,59,西直门/北京展览馆地区,快餐简餐,海淀区,距市中心7.5km
4958233,4.1,8,177,燕莎/朝阳公园商业区,日本料理,朝阳区,距市中心7.5km
265230,4.1,8,36,永定门/南站/大红门/南苑地区,,丰台区,距市中心7.5km
12209005,4.1,8,76,,火锅,密云区,
12103460,4.1,7,90,,徽菜,大兴区,距市中心11.4km
4953925,4.1,7,56,北京站,,东城区,距市中心1.1km
15474942,4.1,7,26,,小吃,丰台区,距市中心11km
15884660,4.1,7,112,公主坟/五棵松/石景山游乐园地区,西餐,海淀区,距市中心11km
15488458,4.1,7,46,公主坟/五棵松/石景山游乐园地区,小吃,石景山区,距市中心14km
4980784,4.1,7,95,公主坟/五棵松/石景山游乐园地区,火锅,石景山区,距市中心17.1km
12633704,4.1,7,0,公主坟/五棵松/石景山游乐园地区,小吃,石景山区,距市中心17.6km
13946686,4.1,7,63,公主坟/五棵松/石景山游乐园地区,烧烤,石景山区,距市中心17.8km
11311861,4.1,7,42,回龙观/天通苑地区,快餐简餐,昌平区,距市中心18.5km
4955198,4.1,7,18,环球影城度假区及周边,快餐简餐,通州区,距市中心20.8km
16100808,4.1,7,20,亦庄地区,快餐简餐,通州区,距市中心21.3km
12893468,4.1,7,65,顺义温泉休闲区,快餐简餐,顺义区,距市中心36.7km
11352933,4.1,7,35,昌平城区/十三陵度假区,小吃,昌平区,距市中心38.1km
280767,4.1,7,30,昌平城区/十三陵度假区,鲁菜,昌平区,距市中心38.2km
4953812,4.1,7,20,三里屯/工体/东直门地区,快餐简餐,东城区,距市中心4.4km
4992320,4.1,7,102,后海/南锣鼓巷地区,西北菜,西城区,距市中心4.9km
4976445,4.1,7,41,西单/金融街地区,咖啡店,西城区,距市中心5.2km
4955547,4.1,7,30,马甸/安贞地区,快餐简餐,东城区,距市中心5.4km
78529363,4.1,7,80,,,西城区,距市中心6.2km
4941558,4.1,7,103,永定门/南站/大红门/南苑地区,火锅,丰台区,距市中心7.5km
317134,4.1,7,103,,粤菜,东城区,距市中心7km
11160662,4.1,7,45,北京西站/丽泽商务区,小吃,丰台区,距市中心8.5km
4949713,4.1,7,57,西直门/北京展览馆地区,小吃,海淀区,距市中心9.5km
20566348,4.1,7,24,西直门/北京展览馆地区,北京菜,海淀区,距市中心9.5km
4943627,4.2,1891,44,,快餐简餐,丰台区,距市中心7.4km
11998020,4.2,1188,44,西直门/北京展览馆地区,快餐简餐,西城区,距市中心6.5km
20576787,4.2,791,34,前门/天坛公园/崇文门,小吃,西城区,距市中心4.2km
12467724,4.2,757,37,,粤菜,东城区,距市中心7km
4942553,4.2,578,36,,快餐简餐,海淀区,距市中心11.5km
4980613,4.2,572,26,,快餐简餐,丰台区,距市中心7.2km
4968261,4.2,467,81,前门/天坛公园/崇文门,江浙菜,东城区,距市中心1.1km
295924,4.2,459,0,中关村/五道口,快餐简餐,海淀区,距市中心9.6km
12208946,4.2,457,25,回龙观/天通苑地区,快餐简餐,昌平区,距市中心17.1km
4939012,4.2,387,59,公主坟/五棵松/石景山游乐园地区,北京菜,石景山区,距市中心18.8km
11477367,4.2,371,37,永定门/南站/大红门/南苑地区,快餐简餐,丰台区,距市中心6.9km
13422804,4.2,352,34,回龙观/天通苑地区,快餐简餐,昌平区,距市中心23.8km
15494826,4.2,334,32,,面包甜点,东城区,距市中心4km
13918801,4.2,321,20,北京西站/丽泽商务区,快餐简餐,丰台区,距市中心8.3km
4970654,4.2,318,22,马甸/安贞地区,小吃,西城区,距市中心7.7km
4940060,4.2,302,21,中关村/五道口,快餐简餐,海淀区,距市中心11.5km
15176712,4.2,296,35,,快餐简餐,丰台区,距市中心13.5km
4989046,4.2,293,34,永定门/南站/大红门/南苑地区,小吃,丰台区,距市中心6.5km
4957677,4.2,289,57,永定门/南站/大红门/南苑地区,快餐简餐,丰台区,距市中心4.9km
12044483,4.2,284,30,上地产业园/西三旗,快餐简餐,海淀区,距市中心18.8km
4942078,4.2,281,25,回龙观/天通苑地区,快餐简餐,昌平区,距市中心17.1km
7022918,4.2,278,36,,日本料理,丰台区,距市中心5km
15473175,4.2,254,24,上地产业园/西三旗,小吃,昌平区,距市中心18.6km
15986180,4.2,246,20,总部基地/丰台体育中心/南宫地区,快餐简餐,丰台区,距市中心12.5km
307019,4.2,244,33,,快餐简餐,海淀区,距市中心9.8km
4940137,4.2,243,27,马甸/安贞地区,快餐简餐,西城区,距市中心7.9km
4940333,4.2,243,18,北京西站/丽泽商务区,小吃,丰台区,距市中心8km
4968602,4.2,232,24,,小吃,西城区,距市中心5.2km
16566205,4.2,231,87,永定门/南站/大红门/南苑地区,江浙菜,丰台区,距市中心6.9km
15172729,4.2,225,46,公主坟/五棵松/石景山游乐园地区,日本料理,石景山区,距市中心15.5km
11347492,4.2,224,49,大兴北京新机场地区,日本料理,大兴区,距市中心14.6km
4951839,4.2,222,79,,川菜,东城区,距市中心4km
16554178,4.2,219,16,,快餐简餐,海淀区,距市中心11.9km
15592286,4.2,214,24,公主坟/五棵松/石景山游乐园地区,快餐简餐,海淀区,距市中心12km
4946103,4.2,213,34,回龙观/天通苑地区,小吃,昌平区,距市中心18.8km
7028087,4.2,210,26,,快餐简餐,丰台区,距市中心5.5km
4983370,4.2,204,17,香山/八大处风景区,快餐简餐,石景山区,距市中心18.6km
8594981,4.2,201,24,,快餐简餐,通州区,距市中心18.5km
7048696,4.2,195,21,回龙观/天通苑地区,快餐简餐,昌平区,距市中心19km
4953563,4.2,195,22,亦庄地区,快餐简餐,通州区,距市中心20.5km
15886901,4.2,194,74,,自助餐,大兴区,距市中心11.8km
15501051,4.2,190,95,,火锅,东城区,距市中心4.2km
15266829,4.2,185,47,西单/金融街地区,小吃,西城区,距市中心3km
4939720,4.2,183,39,,小吃,西城区,距市中心5.9km
4948793,4.2,179,17,,快餐简餐,海淀区,距市中心12.4km
16098938,4.2,179,12,大兴北京新机场地区,小吃,大兴区,距市中心20.3km
12206792,4.2,178,30,北京西站/丽泽商务区,快餐简餐,丰台区,距市中心7.5km
4943289,4.2,174,63,公主坟/五棵松/石景山游乐园地区,北京菜,石景山区,距市中心16.1km
13028078,4.2,173,92,亦庄地区,烧烤,大兴区,距市中心15.1km
4946039,4.2,170,31,,日本料理,西城区,距市中心6.7km
11637373,4.2,169,28,公主坟/五棵松/石景山游乐园地区,面包甜点,海淀区,距市中心11.4km
4950492,4.2,168,21,上地产业园/西三旗,小吃,昌平区,距市中心19.8km
22518574,4.2,167,28,劲松/潘家园地区,快餐简餐,丰台区,距市中心6.5km
13716678,4.2,157,44,,快餐简餐,昌平区,距市中心41.8km
16564621,4.2,154,87,中关村/五道口,粤菜,海淀区,距市中心11.4km
11979461,4.2,151,42,中关村/五道口,小吃,海淀区,距市中心11.4km
15467151,4.2,149,89,,台湾菜,大兴区,距市中心15.6km
12609371,4.2,149,30,大兴北京新机场地区,快餐简餐,大兴区,距市中心16.8km
4936937,4.2,142,37,回龙观/天通苑地区,快餐简餐,昌平区,距市中心17.6km
15914771,4.2,141,157,首都机场/新国展地区,韩国料理,顺义区,距市中心23.3km
4939758,4.2,141,76,西直门/北京展览馆地区,北京菜,海淀区,距市中心8.6km
4969543,4.2,140,17,回龙观/天通苑地区,面包甜点,昌平区,距市中心20.6km
7032300,4.2,140,99,前门/天坛公园/崇文门,火锅,西城区,距市中心3.5km
328592,4.2,139,70,,川菜,海淀区,距市中心12.4km
4945193,4.2,138,95,前门/天坛公园/崇文门,川菜,东城区,距市中心1.1km
4938973,4.2,136,30,,日本料理,海淀区,距市中心11.6km
4942865,4.2,134,34,总部基地/丰台体育中心/南宫地区,韩国料理,丰台区,距市中心12.8km
16564665,4.2,128,24,沙河大学城/上庄地区,快餐简餐,海淀区,距市中心23.6km
4936685,4.2,128,53,西直门/北京展览馆地区,快餐简餐,西城区,距市中心6.9km
4962682,4.2,128,93,,粤菜,朝阳区,距市中心8.3km
8588095,4.2,127,30,回龙观/天通苑地区,快餐简餐,昌平区,距市中心20.3km
4957765,4.2,126,17,通州运河商务区,快餐简餐,通州区,距市中心22.8km
8585642,4.2,124,46,三里屯/工体/东直门地区,日本料理,东城区,距市中心4.5km
15944200,4.2,123,123,,北京菜,丰台区,距市中心10.5km
11907742,4.2,122,25,北京西站/丽泽商务区,小吃,西城区,距市中心5.5km
25057193,4.2,121,128,国贸地区,火锅,朝阳区,距市中心9.5km
8641111,4.2,113,87,后海/南锣鼓巷地区,火锅,西城区,距市中心4.4km
15550873,4.2,111,34,,日本料理,海淀区,距市中心9.4km
15470892,4.2,109,37,昌平城区/十三陵度假区,韩国料理,昌平区,距市中心37.2km
4936592,4.2,108,72,,自助餐,海淀区,距市中心12.1km
4941132,4.2,107,33,,快餐简餐,海淀区,距市中心12km
62641848,4.2,104,87,前门/天坛公园/崇文门,小吃,西城区,距市中心1.3km
15470264,4.2,104,36,,小吃,丰台区,距市中心4.4km
331697,4.2,102,76,,粤菜,西城区,距市中心2.8km
328469,4.2,99,42,中关村/五道口,火锅,海淀区,距市中心10km
4957970,4.2,99,92,,创意菜,石景山区,距市中心15.5km
7044128,4.2,99,31,劲松/潘家园地区,小吃,丰台区,距市中心6.7km
15473110,4.2,97,31,,面包甜点,海淀区,距市中心11.5km
16552225,4.2,95,35,前门/天坛公园/崇文门,快餐简餐,东城区,距市中心1.3km
4963865,4.2,95,26,前门/天坛公园/崇文门,小吃,西城区,距市中心3.1km
326447,4.2,94,75,,自助餐,密云区,
5560691,4.2,92,24,,面包甜点,门头沟区,距市中心26.1km
4947226,4.2,91,39,天安门/王府井地区,面包甜点,东城区,距市中心714m
7041247,4.2,88,44,,小吃,丰台区,距市中心6.5km
20373193,4.2,86,34,,小吃,海淀区,距市中心9.5km
8592143,4.2,84,45,大兴北京新机场地区,面包甜点,大兴区,距市中心16.6km
15495182,4.2,84,88,,川菜,海淀区,距市中心17.8km
11118279,4.2,82,28,首都机场/新国展地区,小吃,顺义区,距市中心26.3km
16545184,4.2,81,45,,日本料理,丰台区,距市中心13.6km
6938879,4.2,81,202,,江浙菜,东城区,距市中心388m
15504439,4.2,81,119,国贸地区,西餐,朝阳区,距市中心9.6km
12161468,4.2,80,91,大兴北京新机场地区,火锅,大兴区,距市中心25.1km
17597949,4.2,80,28,马甸/安贞地区,快餐简餐,西城区,距市中心7.9km
4985730,4.2,79,58,天安门/王府井地区,小吃,东城区,距市中心3.1km
4952518,4.2,78,109,,火锅,丰台区,距市中心11.4km
11331071,4.2,78,40,,小吃,通州区,距市中心18.5km
307447,4.2,78,39,,快餐简餐,海淀区,距市中心8.6km
4943055,4.2,76,27,,快餐简餐,丰台区,距市中心11.3km
15968644,4.2,76,22,环球影城度假区及周边,北京菜,通州区,距市中心21.5km
4980126,4.2,76,21,亚运村/奥体中心地区,小吃,海淀区,距市中心8.9km
11915240,4.2,75,130,,火锅,石景山区,距市中心14.4km
4944090,4.2,74,38,上地产业园/西三旗,面包甜点,海淀区,距市中心16.1km
15630728,4.2,74,31,环球影城度假区及周边,快餐简餐,通州区,距市中心20.1km
15489755,4.2,73,46,香山/八大处风景区,小吃,海淀区,距市中心20km
15883313,4.2,73,39,环球影城度假区及周边,快餐简餐,通州区,距市中心21.5km
16994070,4.2,71,41,回龙观/天通苑地区,日本料理,昌平区,距市中心18.5km
8640154,4.2,70,31,,快餐简餐,丰台区,距市中心5km
11525477,4.2,70,140,西直门/北京展览馆地区,火锅,海淀区,距市中心9.6km
4977530,4.2,69,71,,川菜,海淀区,距市中心10.6km
17002962,4.2,69,92,总部基地/丰台体育中心/南宫地区,西餐,丰台区,距市中心11.3km
15586676,4.2,69,35,亦庄地区,火锅,大兴区,距市中心13.8km
4943782,4.2,68,26,中关村/五道口,面包甜点,海淀区,距市中心9.6km
4966906,4.2,67,92,回龙观/天通苑地区,北京菜,昌平区,距市中心20.1km
12698284,4.2,66,93,北京西站/丽泽商务区,川菜,丰台区,距市中心9.9km
4953838,4.2,65,67,,湘菜,海淀区,距市中心9.5km
244778,4.2,64,104,西直门/北京展览馆地区,烧烤,西城区,距市中心4.9km
326754,4.2,63,25,,小吃,海淀区,距市中心9.5km
8584760,4.2,61,192,中关村/五道口,西餐,海淀区,距市中心9.9km
4946295,4.2,60,107,,北京菜,通州区,距市中心20.5km
7046304,4.2,59,97,国贸地区,烧烤,朝阳区,距市中心6km
17001283,4.2,59,46,北京西站/丽泽商务区,小吃,丰台区,距市中心9.6km
12066261,4.2,58,26,西单/金融街地区,快餐简餐,西城区,距市中心2.8km
12476949,4.2,58,17,延庆休闲度假区,面包甜点,延庆区,
7043772,4.2,56,24,三里屯/工体/东直门地区,面包甜点,东城区,距市中心4.7km
4982859,4.2,55,64,,火锅,海淀区,距市中心11km
11732283,4.2,55,101,房山风景区,韩国料理,房山区,距市中心29.6km
12498907,4.2,55,70,延庆休闲度假区,自助餐,延庆区,
7032145,4.2,54,45,,小吃,丰台区,距市中心11.3km
7021909,4.2,54,89,,西餐,海淀区,距市中心11.5km
15682674,4.2,54,110,,川菜,海淀区,距市中心7km
4947947,4.2,54,22,,小吃,丰台区,距市中心9.9km
4938095,4.2,53,102,环球影城度假区及周边,北京菜,通州区,距市中心20.3km
4936400,4.2,52,110,北京西站/丽泽商务区,,西城区,距市中心4.7km
16564022,4.2,51,46,,日本料理,丰台区,距市中心10.5km
15503934,4.2,51,63,天安门/王府井地区,快餐简餐,东城区,距市中心1.8km
15459730,4.2,51,20,通州运河商务区,小吃,通州区,距市中心19.8km
16097576,4.2,51,64,沙河大学城/上庄地区,东北菜,海淀区,距市中心29.6km
7675985,4.2,50,47,,日本料理,丰台区,距市中心11.4km
15488029,4.2,50,31,,快餐简餐,门头沟区,距市中心22.6km
318622,4.2,49,114,,东北菜,西城区,距市中心4.5km
13092951,4.2,49,79,西直门/北京展览馆地区,东南亚菜,西城区,距市中心6.2km
7031795,4.2,49,102,西直门/北京展览馆地区,烧烤,海淀区,距市中心7.2km
7023221,4.2,48,22,中关村/五道口,,海淀区,距市中心11km
323461,4.2,47,176,公主坟/五棵松/石景山游乐园地区,湘菜,海淀区,距市中心9.5km
4954677,4.2,46,65,公主坟/五棵松/石景山游乐园地区,东北菜,丰台区,距市中心13.1km
7047382,4.2,46,29,回龙观/天通苑地区,快餐简餐,昌平区,距市中心20.3km
4970854,4.2,46,48,沙河大学城/上庄地区,东北菜,昌平区,距市中心28.6km
323942,4.2,46,30,西直门/北京展览馆地区,小吃,西城区,距市中心5.5km
16565840,4.2,46,94,马甸/安贞地区,西餐,东城区,距市中心6.5km
7023246,4.2,44,106,大兴北京新机场地区,烧烤,丰台区,距市中心12.9km
15623826,4.2,44,258,怀柔风景区,粤菜,怀柔区,
12213099,4.2,43,28,通州运河商务区,小吃,通州区,距市中心20km
16552956,4.2,42,102,,火锅,海淀区,距市中心11.4km
22517815,4.2,42,100,,烧烤,海淀区,距市中心11.6km
7038711,4.2,42,30,顺义温泉休闲区,小吃,顺义区,距市中心32km
4969024,4.2,42,133,,西餐,朝阳区,距市中心7.5km
4937405,4.2,41,80,永定门/南站/大红门/南苑地区,北京菜,丰台区,距市中心10.9km
15893896,4.2,41,116,回龙观/天通苑地区,韩国料理,朝阳区,距市中心16.1km
16564629,4.2,41,108,西直门/北京展览馆地区,西餐,西城区,距市中心6.2km
7041063,4.2,40,81,,北京菜,石景山区,距市中心20.1km
12076533,4.2,40,78,,西餐,石景山区,距市中心20.1km
15935378,4.2,40,64,,小吃,门头沟区,距市中心22.5km
4945699,4.2,40,319,燕莎/朝阳公园商业区,日本料理,朝阳区,距市中心7.5km
4990404,4.2,39,28,,川菜,东城区,距市中心1.3km
16572091,4.2,39,46,西直门/北京展览馆地区,川菜,海淀区,距市中心6.7km
12200434,4.2,38,146,,粤菜,丰台区,距市中心10km
20365669,4.2,38,588,前门/天坛公园/崇文门,创意菜,西城区,距市中心1.6km
15914092,4.2,38,89,上地产业园/西三旗,,海淀区,距市中心17.3km
12200173,4.2,38,85,上地产业园/西三旗,火锅,海淀区,距市中心17.8km
13950868,4.2,38,44,,小吃,丰台区,距市中心5.4km
15457206,4.2,38,164,三里屯/工体/东直门地区,西餐,朝阳区,距市中心5.9km
309122,4.2,38,97,,北京菜,丰台区,距市中心6.5km
4961742,4.2,38,595,,日本料理,朝阳区,距市中心7km
15468047,4.2,37,105,总部基地/丰台体育中心/南宫地区,火锅,丰台区,距市中心11.9km
16100679,4.2,37,29,,小吃,东城区,距市中心1.3km
16555532,4.2,37,36,回龙观/天通苑地区,小吃,昌平区,距市中心19.8km
16098984,4.2,37,33,回龙观/天通苑地区,小吃,昌平区,距市中心22.8km
15460441,4.2,36,81,首都机场/新国展地区,小吃,顺义区,距市中心25.8km
7033580,4.2,36,86,永定门/南站/大红门/南苑地区,烧烤,丰台区,距市中心5km
12208851,4.2,36,100,,湘菜,丰台区,距市中心6.7km
8614099,4.2,35,100,,川菜,大兴区,距市中心16.6km
12216564,4.2,35,23,,快餐简餐,西城区,距市中心2.7km
12708747,4.2,35,177,国贸地区,江浙菜,朝阳区,距市中心6km
21136840,4.2,34,26,中关村/五道口,快餐简餐,海淀区,距市中心11.9km
4940281,4.2,33,92,,北京菜,海淀区,距市中心12.5km
4959174,4.2,33,53,前门/天坛公园/崇文门,小吃,东城区,距市中心3.3km
12202860,4.2,32,112,回龙观/天通苑地区,川菜,朝阳区,距市中心16.1km
12466993,4.2,32,116,上地产业园/西三旗,火锅,昌平区,距市中心18.1km
62201073,4.2,32,41,环球影城度假区及周边,小吃,通州区,距市中心22.3km
4950943,4.2,32,47,,烧烤,东城区,距市中心2.3km
16094231,4.2,32,56,马甸/安贞地区,川菜,西城区,距市中心6.2km
4966903,4.2,32,25,,快餐简餐,丰台区,距市中心7.2km
8300238,4.2,31,43,昌平城区/十三陵度假区,快餐简餐,昌平区,距市中心36.8km
4961058,4.2,31,40,,咖啡店,海淀区,距市中心6.5km
12019944,4.2,30,130,望京/酒仙桥/798地区,西餐,朝阳区,距市中心10.3km
4954498,4.2,30,258,亚运村/奥体中心地区,粤菜,朝阳区,距市中心10.6km
15504589,4.2,30,252,公主坟/五棵松/石景山游乐园地区,自助餐,海淀区,距市中心11km
8589832,4.2,30,67,大兴北京新机场地区,东北菜,大兴区,距市中心18.1km
12206603,4.2,30,92,通州运河商务区,川菜,通州区,距市中心19.8km
4970420,4.2,30,81,房山风景区,川菜,房山区,距市中心24.6km
11637604,4.2,30,26,,面包甜点,顺义区,距市中心32.3km
12211168,4.2,29,36,北京西站/丽泽商务区,快餐简餐,丰台区,距市中心7.2km
16093960,4.2,28,75,,北京菜,海淀区,距市中心11.1km
199914,4.2,28,77,,北京菜,海淀区,距市中心11.4km
4956655,4.2,28,188,天安门/王府井地区,北京菜,东城区,距市中心1.3km
6943530,4.2,28,0,回龙观/天通苑地区,海鲜,昌平区,距市中心20.6km
4927603,4.2,28,50,天安门/王府井地区,小吃,东城区,距市中心2.3km
15942824,4.2,28,232,西单/金融街地区,西餐,西城区,距市中心3km
79423454,4.2,28,52,后海/南锣鼓巷地区,火锅,东城区,距市中心4km
17599698,4.2,28,198,燕莎/朝阳公园商业区,火锅,朝阳区,距市中心6.7km
120831934,4.2,27,181,天安门/王府井地区,火锅,东城区,距市中心1.1km
7037135,4.2,27,92,古北水镇,,密云区,
4956040,4.2,26,44,首都机场/新国展地区,咖啡店,顺义区,距市中心24.3km
17601906,4.2,25,48,,小吃,大兴区,距市中心14.9km
17609674,4.2,25,50,首都机场/新国展地区,面包甜点,顺义区,距市中心23.3km
8493002,4.2,25,36,沙河大学城/上庄地区,,昌平区,距市中心31.5km
4943387,4.2,25,263,三里屯/工体/东直门地区,日本料理,朝阳区,距市中心5.4km
11238663,4.2,25,78,后海/南锣鼓巷地区,火锅,西城区,距市中心5km
15096070,4.2,24,87,天安门/王府井地区,日本料理,东城区,距市中心3km
4936499,4.2,24,39,西直门/北京展览馆地区,小吃,海淀区,距市中心8.5km
15901382,4.2,23,50,沙河大学城/上庄地区,川菜,昌平区,距市中心31.3km
118678576,4.2,23,115,国贸地区,东南亚菜,朝阳区,距市中心4.4km
15987487,4.2,22,107,上地产业园/西三旗,粤菜,海淀区,距市中心18.5km
300965,4.2,22,95,回龙观/天通苑地区,北京菜,昌平区,距市中心19.5km
4977536,4.2,22,174,,日本料理,朝阳区,距市中心7.7km
15978542,4.2,22,148,,火锅,朝阳区,距市中心9.8km
17514096,4.2,22,62,古北水镇,咖啡店,密云区,
268535,4.2,21,34,总部基地/丰台体育中心/南宫地区,,丰台区,距市中心13km
15482984,4.2,21,201,沙河大学城/上庄地区,西餐,海淀区,距市中心28.3km
15579744,4.2,21,48,沙河大学城/上庄地区,小吃,昌平区,距市中心28.6km
12210844,4.2,21,98,后海/南锣鼓巷地区,火锅,东城区,距市中心3.2km
18482300,4.2,21,316,西单/金融街地区,自助餐,西城区,距市中心4.4km
341208,4.2,21,92,,云南菜,东城区,距市中心4km
4941791,4.2,21,153,劲松/潘家园地区,江浙菜,朝阳区,距市中心5.2km
15967117,4.2,21,28,,快餐简餐,海淀区,距市中心7.5km
22521982,4.2,20,103,,火锅,海淀区,距市中心11.5km
15927346,4.2,20,105,公主坟/五棵松/石景山游乐园地区,北京菜,石景山区,距市中心17.8km
4958349,4.2,20,148,前门/天坛公园/崇文门,北京菜,西城区,距市中心2.7km
